"	datetime	price",,,,
"480	2022-01-06T00:00:00.000Z	68.9632",,,,
"481	2022-01-06T08:00:00.000Z	65.9167",,,,
"482	2022-01-06T16:00:00.000Z	66.0",,,,
"483	2022-01-07T00:00:00.000Z	67.6826",,,,
"484	2022-01-07T08:00:00.000Z	68.0302",,,,
"485	2022-01-07T16:00:00.000Z	68.1176",,,,
"486	2022-01-08T00:00:00.000Z	67.7788",,,,
"487	2022-01-08T08:00:00.000Z	67.775",,,,
"488	2022-01-08T16:00:00.000Z	68.0",,,,
"489	2022-01-09T00:00:00.000Z	68.2059",,,,
"490	2022-01-09T08:00:00.000Z	71.2778",,,,
"491	2022-01-09T16:00:00.000Z	71.4706",,,,
"492	2022-01-10T00:00:00.000Z	74.5294",,,,
"493	2022-01-10T08:00:00.000Z	77.5989",,,,
"494	2022-01-10T16:00:00.000Z	77.9382",,,,
"495	2022-01-11T00:00:00.000Z	77.9925",,,,
"496	2022-01-11T08:00:00.000Z	77.995",,,,
"497	2022-01-11T16:00:00.000Z	77.8922",,,,
"498	2022-01-12T00:00:00.000Z	77.1721",,,,
"499	2022-01-12T08:00:00.000Z	75.9235",,,,
"500	2022-01-12T16:00:00.000Z	74.8324",,,,
"501	2022-01-13T00:00:00.000Z	74.69",,,,
"502	2022-01-13T08:00:00.000Z	74.5629",,,,
"503	2022-01-13T16:00:00.000Z	74.69",,,,
"504	2022-01-14T00:00:00.000Z	74.69",,,,
"505	2022-01-14T08:00:00.000Z	74.345",,,,
"506	2022-01-14T16:00:00.000Z	74.0",,,,
"507	2022-01-15T00:00:00.000Z	77.4559",,,,
"508	2022-01-15T08:00:00.000Z	80.2922",,,,
"509	2022-01-15T16:00:00.000Z	83.0",,,,
"510	2022-01-16T00:00:00.000Z	83.0",,,,
"511	2022-01-16T08:00:00.000Z	83.4375",,,,
"512	2022-01-16T16:00:00.000Z	83.3556",,,,
"513	2022-01-17T00:00:00.000Z	83.2667",,,,
"514	2022-01-17T08:00:00.000Z	83.1765",,,,
"515	2022-01-17T16:00:00.000Z	83.1765",,,,
"516	2022-01-18T00:00:00.000Z	83.0",,,,
"517	2022-01-18T08:00:00.000Z	82.6556",,,,
"518	2022-01-18T16:00:00.000Z	82.7868",,,,
"519	2022-01-19T00:00:00.000Z	82.0",,,,
"520	2022-01-19T08:00:00.000Z	82.0",,,,
"521	2022-01-19T16:00:00.000Z	79.8878",,,,
"522	2022-01-20T00:00:00.000Z	78.0",,,,
"523	2022-01-20T08:00:00.000Z	78.0",,,,
"524	2022-01-20T16:00:00.000Z	78.3333",,,,
"525	2022-01-21T00:00:00.000Z	83.2341",,,,
"526	2022-01-21T08:00:00.000Z	84.9412",,,,
"527	2022-01-21T16:00:00.000Z	81.8889",,,,
"528	2022-01-22T00:00:00.000Z	84.354",,,,
"529	2022-01-22T08:00:00.000Z	84.6925",,,,
"530	2022-01-22T16:00:00.000Z	84.9867",,,,
"531	2022-01-23T00:00:00.000Z	84.9988",,,,
"532	2022-01-23T08:00:00.000Z	84.9375",,,,
"533	2022-01-23T16:00:00.000Z	84.9976",,,,
"534	2022-01-24T00:00:00.000Z	85.1022",,,,
"535	2022-01-24T08:00:00.000Z	86.0",,,,
"536	2022-01-24T16:00:00.000Z	86.0",,,,
"537	2022-01-25T00:00:00.000Z	87.35",,,,
"538	2022-01-25T08:00:00.000Z	90.3636",,,,
"539	2022-01-25T16:00:00.000Z	93.0",,,,
"540	2022-01-26T00:00:00.000Z	93.0",,,,
"541	2022-01-26T08:00:00.000Z	92.85",,,,
"542	2022-01-26T16:00:00.000Z	91.25",,,,
"543	2022-01-27T00:00:00.000Z	93.0",,,,
"544	2022-01-27T08:00:00.000Z	93.0",,,,
"545	2022-01-27T16:00:00.000Z	93.3333",,,,
"546	2022-01-28T00:00:00.000Z	94.125",,,,
"547	2022-01-28T08:00:00.000Z	94.6842",,,,
"548	2022-01-28T16:00:00.000Z	94.375",,,,
"549	2022-01-29T00:00:00.000Z	94.7895",,,,
"550	2022-01-29T08:00:00.000Z	96.7368",,,,
"551	2022-01-29T16:00:00.000Z	99.2727",,,,
"552	2022-01-30T00:00:00.000Z	101.6",,,,
"553	2022-01-30T08:00:00.000Z	104.7526",,,,
"554	2022-01-30T16:00:00.000Z	106.9",,,,
"555	2022-01-31T00:00:00.000Z	106.9",,,,
"556	2022-01-31T08:00:00.000Z	114.1484",,,,
"557	2022-01-31T16:00:00.000Z	116.9",,,,
"558	2022-02-01T00:00:00.000Z	117.576",,,,
"559	2022-02-01T08:00:00.000Z	118.69",,,,
"560	2022-02-01T16:00:00.000Z	118.43",,,,
"561	2022-02-02T00:00:00.000Z	116.0",,,,
"562	2022-02-02T08:00:00.000Z	110.045",,,,
"563	2022-02-02T16:00:00.000Z	107.1064",,,,
"564	2022-02-03T00:00:00.000Z	100.9083",,,,
"565	2022-02-03T08:00:00.000Z	98.9194",,,,
"566	2022-02-03T16:00:00.000Z	98.4933",,,,
"567	2022-02-04T00:00:00.000Z	99.0308",,,,
"568	2022-02-04T08:00:00.000Z	99.0667",,,,
"569	2022-02-04T16:00:00.000Z	99.42",,,,
"570	2022-02-05T00:00:00.000Z	100.004",,,,
"571	2022-02-05T08:00:00.000Z	100.0",,,,
"572	2022-02-05T16:00:00.000Z	99.2353",,,,
"573	2022-02-06T00:00:00.000Z	100.6844",,,,
"574	2022-02-06T08:00:00.000Z	102.4063",,,,
"575	2022-02-06T16:00:00.000Z	101.0",,,,
"576	2022-02-07T00:00:00.000Z	100.2778",,,,
"577	2022-02-07T08:00:00.000Z	100.0",,,,
"578	2022-02-07T16:00:00.000Z	100.0",,,,
"579	2022-02-08T00:00:00.000Z	99.3494",,,,
"580	2022-02-08T08:00:00.000Z	99.0",,,,
"581	2022-02-08T16:00:00.000Z	99.0",,,,
"582	2022-02-09T00:00:00.000Z	99.0",,,,
"583	2022-02-09T08:00:00.000Z	99.0",,,,
"584	2022-02-09T16:00:00.000Z	94.6765",,,,
"585	2022-02-10T00:00:00.000Z	91.7526",,,,
"586	2022-02-10T08:00:00.000Z	91.1765",,,,
"587	2022-02-10T16:00:00.000Z	90.8306",,,,
"588	2022-02-11T00:00:00.000Z	91.0",,,,
"589	2022-02-11T08:00:00.000Z	91.1111",,,,
"590	2022-02-11T16:00:00.000Z	90.9737",,,,
"591	2022-02-12T00:00:00.000Z	92.3882",,,,
"592	2022-02-12T08:00:00.000Z	92.0",,,,
"593	2022-02-12T16:00:00.000Z	92.5368",,,,
"594	2022-02-13T00:00:00.000Z	94.55",,,,
"595	2022-02-13T08:00:00.000Z	99.9563",,,,
"596	2022-02-13T16:00:00.000Z	99.99",,,,
"597	2022-02-14T00:00:00.000Z	99.9888",,,,
"598	2022-02-14T08:00:00.000Z	99.99",,,,
"599	2022-02-14T16:00:00.000Z	99.99",,,,
"600	2022-02-15T00:00:00.000Z	101.495",,,,
"601	2022-02-15T08:00:00.000Z	103.0",,,,
"602	2022-02-15T16:00:00.000Z	103.0",,,,
"603	2022-02-16T00:00:00.000Z	103.0",,,,
"604	2022-02-16T08:00:00.000Z	100.5175",,,,
"605	2022-02-16T16:00:00.000Z	98.0",,,,
"606	2022-02-17T00:00:00.000Z	98.0",,,,
"607	2022-02-17T08:00:00.000Z	98.1389",,,,
"608	2022-02-17T16:00:00.000Z	98.1563",,,,
"609	2022-02-18T00:00:00.000Z	97.8889",,,,
"610	2022-02-18T08:00:00.000Z	98.1238",,,,
"611	2022-02-18T16:00:00.000Z	96.47",,,,
"612	2022-02-19T00:00:00.000Z	93.9794",,,,
"613	2022-02-19T08:00:00.000Z	94.0",,,,
"614	2022-02-19T16:00:00.000Z	93.9",,,,
"615	2022-02-20T00:00:00.000Z	93.9",,,,
"616	2022-02-20T08:00:00.000Z	93.8889",,,,
"617	2022-02-20T16:00:00.000Z	92.8889",,,,
"618	2022-02-21T00:00:00.000Z	92.5",,,,
"619	2022-02-21T08:00:00.000Z	93.0",,,,
"620	2022-02-21T16:00:00.000Z	93.8458",,,,
"621	2022-02-22T00:00:00.000Z	93.4795",,,,
"622	2022-02-22T08:00:00.000Z	91.7588",,,,
"623	2022-02-22T16:00:00.000Z	91.5",,,,
"624	2022-02-23T00:00:00.000Z	91.0767",,,,
"625	2022-02-23T08:00:00.000Z	90.2029",,,,
"626	2022-02-23T16:00:00.000Z	89.9647",,,,
"627	2022-02-24T00:00:00.000Z	89.7825",,,,
"628	2022-02-24T08:00:00.000Z	83.7647",,,,
"629	2022-02-24T16:00:00.000Z	80.5272",,,,
"630	2022-02-25T00:00:00.000Z	78.6802",,,,
"631	2022-02-25T08:00:00.000Z	76.6951",,,,
"632	2022-02-25T16:00:00.000Z	81.4286",,,,
"633	2022-02-26T00:00:00.000Z	88.2808",,,,
"634	2022-02-26T08:00:00.000Z	88.9849",,,,
"635	2022-02-26T16:00:00.000Z	89.4111",,,,
"636	2022-02-27T00:00:00.000Z	88.8035",,,,
"637	2022-02-27T08:00:00.000Z	87.4424",,,,
"638	2022-02-27T16:00:00.000Z	87.0",,,,
"639	2022-02-28T00:00:00.000Z	87.0",,,,
"640	2022-02-28T08:00:00.000Z	86.9911",,,,
"641	2022-02-28T16:00:00.000Z	86.99",,,,
"642	2022-03-01T00:00:00.000Z	86.5963",,,,
"643	2022-03-01T08:00:00.000Z	88.5866",,,,
"644	2022-03-01T16:00:00.000Z	88.3679",,,,
"645	2022-03-02T00:00:00.000Z	86.7736",,,,
"646	2022-03-02T08:00:00.000Z	84.3945",,,,
"647	2022-03-02T16:00:00.000Z	83.0745",,,,
"648	2022-03-03T00:00:00.000Z	83.99",,,,
"649	2022-03-03T08:00:00.000Z	83.745",,,,
"650	2022-03-03T16:00:00.000Z	83.7947",,,,
"651	2022-03-04T00:00:00.000Z	83.7705",,,,
"652	2022-03-04T08:00:00.000Z	83.7133",,,,
"653	2022-03-04T16:00:00.000Z	83.552",,,,
"654	2022-03-05T00:00:00.000Z	83.0",,,,
"655	2022-03-05T08:00:00.000Z	82.7458",,,,
"656	2022-03-05T16:00:00.000Z	82.0",,,,
"657	2022-03-06T00:00:00.000Z	80.2305",,,,
"658	2022-03-06T08:00:00.000Z	78.2164",,,,
"659	2022-03-06T16:00:00.000Z	77.764",,,,
"660	2022-03-07T00:00:00.000Z	76.5862",,,,
"661	2022-03-07T08:00:00.000Z	75.713",,,,
"662	2022-03-07T16:00:00.000Z	71.2981",,,,
"663	2022-03-08T00:00:00.000Z	68.0",,,,
"664	2022-03-08T08:00:00.000Z	71.1495",,,,
"665	2022-03-08T16:00:00.000Z	73.5",,,,
"666	2022-03-09T00:00:00.000Z	73.8859",,,,
"667	2022-03-09T08:00:00.000Z	74.6714",,,,
"668	2022-03-09T16:00:00.000Z	74.69",,,,
"669	2022-03-10T00:00:00.000Z	73.7948",,,,
"670	2022-03-10T08:00:00.000Z	73.5",,,,
"671	2022-03-10T16:00:00.000Z	73.5",,,,
"672	2022-03-11T00:00:00.000Z	73.5",,,,
"673	2022-03-11T08:00:00.000Z	73.5086",,,,
"674	2022-03-11T16:00:00.000Z	72.9718",,,,
"675	2022-03-12T00:00:00.000Z	72.982",,,,
"676	2022-03-12T08:00:00.000Z	75.7164",,,,
"677	2022-03-12T16:00:00.000Z	80.0",,,,
"678	2022-03-13T00:00:00.000Z	83.5234",,,,
"679	2022-03-13T08:00:00.000Z	86.6528",,,,
"680	2022-03-13T16:00:00.000Z	93.4857",,,,
"681	2022-03-14T00:00:00.000Z	96.8704",,,,
"682	2022-03-14T08:00:00.000Z	96.6879",,,,
"683	2022-03-14T16:00:00.000Z	95.9543",,,,
"684	2022-03-15T00:00:00.000Z	93.5851",,,,
"685	2022-03-15T08:00:00.000Z	92.536",,,,
"686	2022-03-15T16:00:00.000Z	88.6944",,,,
"687	2022-03-16T00:00:00.000Z	88.0175",,,,
"688	2022-03-16T08:00:00.000Z	91.428",,,,
"689	2022-03-16T16:00:00.000Z	91.8889",,,,
"690	2022-03-17T00:00:00.000Z	94.0593",,,,
"691	2022-03-17T08:00:00.000Z	106.1874",,,,
"692	2022-03-17T16:00:00.000Z	98.2532",,,,
"693	2022-03-18T00:00:00.000Z	88.0176",,,,
"694	2022-03-18T08:00:00.000Z	86.4057",,,,
"695	2022-03-18T16:00:00.000Z	92.026",,,,
"696	2022-03-19T00:00:00.000Z	92.8089",,,,
"697	2022-03-19T08:00:00.000Z	95.8761",,,,
"698	2022-03-19T16:00:00.000Z	101.0167",,,,
"699	2022-03-20T00:00:00.000Z	104.2343",,,,
"700	2022-03-20T08:00:00.000Z	104.2497",,,,
"701	2022-03-20T16:00:00.000Z	100.832",,,,
"702	2022-03-21T00:00:00.000Z	98.2942",,,,
"703	2022-03-21T08:00:00.000Z	99.4445",,,,
"704	2022-03-21T16:00:00.000Z	99.99",,,,
"705	2022-03-22T00:00:00.000Z	101.053",,,,
"706	2022-03-22T08:00:00.000Z	100.8668",,,,
"707	2022-03-22T16:00:00.000Z	100.9914",,,,
"708	2022-03-23T00:00:00.000Z	101.501",,,,
"709	2022-03-23T08:00:00.000Z	102.141",,,,
"710	2022-03-23T16:00:00.000Z	103.0",,,,
"711	2022-03-24T00:00:00.000Z	103.0",,,,
"712	2022-03-24T08:00:00.000Z	103.0",,,,
"713	2022-03-24T16:00:00.000Z	102.9651",,,,
"714	2022-03-25T00:00:00.000Z	102.587",,,,
"715	2022-03-25T08:00:00.000Z	103.0",,,,
"716	2022-03-25T16:00:00.000Z	103.0",,,,
"717	2022-03-26T00:00:00.000Z	102.912",,,,
"718	2022-03-26T08:00:00.000Z	102.9975",,,,
"719	2022-03-26T16:00:00.000Z	103.0",,,,
"720	2022-03-27T00:00:00.000Z	102.931",,,,
"721	2022-03-27T08:00:00.000Z	102.6535",,,,
"722	2022-03-27T16:00:00.000Z	104.1357",,,,
"723	2022-03-28T00:00:00.000Z	107.17",,,,
"724	2022-03-28T08:00:00.000Z	106.944",,,,
"725	2022-03-28T16:00:00.000Z	106.8872",,,,
"726	2022-03-29T00:00:00.000Z	106.6641",,,,
"727	2022-03-29T08:00:00.000Z	106.9845",,,,
"728	2022-03-29T16:00:00.000Z	106.3399",,,,
"729	2022-03-30T00:00:00.000Z	102.6709",,,,
"730	2022-03-30T08:00:00.000Z	102.69",,,,
"731	2022-03-30T16:00:00.000Z	103.2376",,,,
"732	2022-03-31T00:00:00.000Z	106.8672",,,,
"733	2022-03-31T08:00:00.000Z	108.9099",,,,
"734	2022-03-31T16:00:00.000Z	106.2516",,,,
"735	2022-04-01T00:00:00.000Z	110.6087",,,,
"736	2022-04-01T08:00:00.000Z	109.4431",,,,
"737	2022-04-01T16:00:00.000Z	110.5751",,,,
"738	2022-04-02T00:00:00.000Z	109.7737",,,,
"739	2022-04-02T08:00:00.000Z	109.99",,,,
"740	2022-04-02T16:00:00.000Z	109.4484",,,,
"741	2022-04-03T00:00:00.000Z	105.0529",,,,
"742	2022-04-03T08:00:00.000Z	105.0",,,,
"743	2022-04-03T16:00:00.000Z	105.0",,,,
"744	2022-04-04T00:00:00.000Z	107.8537",,,,
"745	2022-04-04T08:00:00.000Z	110.6643",,,,
"746	2022-04-04T16:00:00.000Z	109.388",,,,
"747	2022-04-05T00:00:00.000Z	109.1792",,,,
"748	2022-04-05T08:00:00.000Z	109.3709",,,,
"749	2022-04-05T16:00:00.000Z	109.4406",,,,
"750	2022-04-06T00:00:00.000Z	107.9774",,,,
"751	2022-04-06T08:00:00.000Z	107.7426",,,,
"752	2022-04-06T16:00:00.000Z	111.0",,,,
"753	2022-04-07T00:00:00.000Z	111.0",,,,
"754	2022-04-07T08:00:00.000Z	111.0",,,,
"755	2022-04-07T16:00:00.000Z	110.093",,,,
"756	2022-04-08T00:00:00.000Z	110.905",,,,
"757	2022-04-08T08:00:00.000Z	110.5276",,,,
"758	2022-04-08T16:00:00.000Z	110.8217",,,,
"759	2022-04-09T00:00:00.000Z	110.9",,,,
"760	2022-04-09T08:00:00.000Z	110.9",,,,
"761	2022-04-09T16:00:00.000Z	106.0899",,,,
"762	2022-04-10T00:00:00.000Z	105.9262",,,,
"763	2022-04-10T08:00:00.000Z	108.4686",,,,
"764	2022-04-10T16:00:00.000Z	109.0",,,,
"765	2022-04-11T00:00:00.000Z	109.0",,,,
"766	2022-04-11T08:00:00.000Z	105.1348",,,,
"767	2022-04-11T16:00:00.000Z	107.8675",,,,
"768	2022-04-12T00:00:00.000Z	107.4789",,,,
"769	2022-04-12T08:00:00.000Z	105.0",,,,
"770	2022-04-12T16:00:00.000Z	108.3043",,,,
"771	2022-04-13T00:00:00.000Z	109.0",,,,
"772	2022-04-13T08:00:00.000Z	109.0",,,,
"773	2022-04-13T16:00:00.000Z	108.9711",,,,
"774	2022-04-14T00:00:00.000Z	108.9997",,,,
"775	2022-04-14T08:00:00.000Z	109.0",,,,
"776	2022-04-14T16:00:00.000Z	108.8072",,,,
"777	2022-04-15T00:00:00.000Z	107.4536",,,,
"778	2022-04-15T08:00:00.000Z	108.3935",,,,
"779	2022-04-15T16:00:00.000Z	107.4321",,,,
"780	2022-04-16T00:00:00.000Z	102.4294",,,,
"781	2022-04-16T08:00:00.000Z	106.9929",,,,
"782	2022-04-16T16:00:00.000Z	109.4582",,,,
"783	2022-04-17T00:00:00.000Z	107.3744",,,,
"784	2022-04-17T08:00:00.000Z	107.5222",,,,
"785	2022-04-17T16:00:00.000Z	104.8969",,,,
"786	2022-04-18T00:00:00.000Z	103.8869",,,,
"787	2022-04-18T08:00:00.000Z	106.8272",,,,
"788	2022-04-18T16:00:00.000Z	106.5607",,,,
"789	2022-04-19T00:00:00.000Z	107.6592",,,,
"790	2022-04-19T08:00:00.000Z	109.2388",,,,
"791	2022-04-19T16:00:00.000Z	111.5",,,,
"792	2022-04-20T00:00:00.000Z	112.4857",,,,
"793	2022-04-20T08:00:00.000Z	113.6847",,,,
"794	2022-04-20T16:00:00.000Z	118.4351",,,,
"795	2022-04-21T00:00:00.000Z	120.2058",,,,
"796	2022-04-21T08:00:00.000Z	122.6567",,,,
"797	2022-04-21T16:00:00.000Z	123.3209",,,,
"798	2022-04-22T00:00:00.000Z	122.8889",,,,
"799	2022-04-22T08:00:00.000Z	123.0",,,,
"800	2022-04-22T16:00:00.000Z	123.0",,,,
"801	2022-04-23T00:00:00.000Z	123.0",,,,
"802	2022-04-23T08:00:00.000Z	123.0",,,,
"803	2022-04-23T16:00:00.000Z	124.7879",,,,
"804	2022-04-24T00:00:00.000Z	126.4723",,,,
"805	2022-04-24T08:00:00.000Z	127.5444",,,,
"806	2022-04-24T16:00:00.000Z	129.8647",,,,
"807	2022-04-25T00:00:00.000Z	130.9106",,,,
"808	2022-04-25T08:00:00.000Z	135.69",,,,
"809	2022-04-25T16:00:00.000Z	137.4553",,,,
"810	2022-04-26T00:00:00.000Z	137.2481",,,,
"811	2022-04-26T08:00:00.000Z	135.8491",,,,
"812	2022-04-26T16:00:00.000Z	135.5275",,,,
"813	2022-04-27T00:00:00.000Z	137.3514",,,,
"814	2022-04-27T08:00:00.000Z	138.0933",,,,
"815	2022-04-27T16:00:00.000Z	137.818",,,,
"816	2022-04-28T00:00:00.000Z	138.9004",,,,
"817	2022-04-28T08:00:00.000Z	138.9206",,,,
"818	2022-04-28T16:00:00.000Z	139.2917",,,,
"819	2022-04-29T00:00:00.000Z	133.4881",,,,
"820	2022-04-29T08:00:00.000Z	139.5178",,,,
"821	2022-04-29T16:00:00.000Z	145.8864",,,,
"822	2022-04-30T00:00:00.000Z	147.2125",,,,
"823	2022-04-30T08:00:00.000Z	148.2594",,,,
"824	2022-04-30T16:00:00.000Z	150.7272",,,,
"825	2022-05-01T00:00:00.000Z	153.5821",,,,
"826	2022-05-01T08:00:00.000Z	148.7998",,,,
"827	2022-05-01T16:00:00.000Z	132.0",,,,
"828	2022-05-02T00:00:00.000Z	129.4361",,,,
"829	2022-05-02T08:00:00.000Z	124.6124",,,,
"830	2022-05-02T16:00:00.000Z	122.1392",,,,
"831	2022-05-03T00:00:00.000Z	122.1993",,,,
"832	2022-05-03T08:00:00.000Z	114.1057",,,,
"833	2022-05-03T16:00:00.000Z	112.2635",,,,
"834	2022-05-04T00:00:00.000Z	107.3433",,,,
"835	2022-05-04T08:00:00.000Z	107.1175",,,,
"836	2022-05-04T16:00:00.000Z	114.7808",,,,
"837	2022-05-05T00:00:00.000Z	116.1336",,,,
"838	2022-05-05T08:00:00.000Z	115.9583",,,,
"839	2022-05-05T16:00:00.000Z	115.3839",,,,
"840	2022-05-06T00:00:00.000Z	110.5397",,,,
"841	2022-05-06T08:00:00.000Z	106.0676",,,,
"842	2022-05-06T16:00:00.000Z	105.6263",,,,
"843	2022-05-07T00:00:00.000Z	105.1296",,,,
"844	2022-05-07T08:00:00.000Z	103.7271",,,,
"845	2022-05-07T16:00:00.000Z	103.0",,,,
"846	2022-05-08T00:00:00.000Z	102.9359",,,,
"847	2022-05-08T08:00:00.000Z	105.3369",,,,
"848	2022-05-08T16:00:00.000Z	104.7631",,,,
"849	2022-05-09T00:00:00.000Z	100.4565",,,,
"850	2022-05-09T08:00:00.000Z	96.5659",,,,
"851	2022-05-09T16:00:00.000Z	94.9362",,,,
"852	2022-05-10T00:00:00.000Z	87.6242",,,,
"853	2022-05-10T08:00:00.000Z	89.3298",,,,
"854	2022-05-10T16:00:00.000Z	89.3772",,,,
"855	2022-05-11T00:00:00.000Z	99.5901",,,,
"856	2022-05-11T08:00:00.000Z	99.4413",,,,
"857	2022-05-11T16:00:00.000Z	99.3133",,,,
"858	2022-05-12T00:00:00.000Z	94.1835",,,,
"859	2022-05-12T08:00:00.000Z	95.514",,,,
"860	2022-05-12T16:00:00.000Z	90.6054",,,,
"861	2022-05-13T00:00:00.000Z	89.4397",,,,
"862	2022-05-13T08:00:00.000Z	94.2612",,,,
"863	2022-05-13T16:00:00.000Z	97.1445",,,,
"864	2022-05-14T00:00:00.000Z	98.9877",,,,
"865	2022-05-14T08:00:00.000Z	98.691",,,,
"866	2022-05-14T16:00:00.000Z	97.9967",,,,
"867	2022-05-15T00:00:00.000Z	97.2963",,,,
"868	2022-05-15T08:00:00.000Z	99.0867",,,,
"869	2022-05-15T16:00:00.000Z	99.5438",,,,
"870	2022-05-16T00:00:00.000Z	100.2119",,,,
"871	2022-05-16T08:00:00.000Z	100.4115",,,,
"872	2022-05-16T16:00:00.000Z	100.2804",,,,
"873	2022-05-17T00:00:00.000Z	99.9916",,,,
"874	2022-05-17T08:00:00.000Z	99.3559",,,,
"875	2022-05-17T16:00:00.000Z	99.4454",,,,
"876	2022-05-18T00:00:00.000Z	99.8775",,,,
"877	2022-05-18T08:00:00.000Z	99.3292",,,,
"878	2022-05-18T16:00:00.000Z	97.3974",,,,
"879	2022-05-19T00:00:00.000Z	96.5297",,,,
"880	2022-05-19T08:00:00.000Z	96.1067",,,,
"881	2022-05-19T16:00:00.000Z	96.1715",,,,
"882	2022-05-20T00:00:00.000Z	95.8847",,,,
"883	2022-05-20T08:00:00.000Z	95.691",,,,
"884	2022-05-20T16:00:00.000Z	95.2784",,,,
"885	2022-05-21T00:00:00.000Z	94.9125",,,,
"886	2022-05-21T08:00:00.000Z	94.5214",,,,
"887	2022-05-21T16:00:00.000Z	94.6796",,,,
"888	2022-05-22T00:00:00.000Z	94.5318",,,,
"889	2022-05-22T08:00:00.000Z	93.2157",,,,
"890	2022-05-22T16:00:00.000Z	92.5203",,,,
"891	2022-05-23T00:00:00.000Z	92.4871",,,,
"892	2022-05-23T08:00:00.000Z	92.1058",,,,
"893	2022-05-23T16:00:00.000Z	92.1003",,,,
"894	2022-05-24T00:00:00.000Z	91.6479",,,,
"895	2022-05-24T08:00:00.000Z	91.6075",,,,
"896	2022-05-24T16:00:00.000Z	93.9988",,,,
"897	2022-05-25T00:00:00.000Z	93.8339",,,,
"898	2022-05-25T08:00:00.000Z	91.4571",,,,
"899	2022-05-25T16:00:00.000Z	91.0",,,,
"900	2022-05-26T00:00:00.000Z	91.0",,,,
"901	2022-05-26T08:00:00.000Z	90.6592",,,,
"902	2022-05-26T16:00:00.000Z	87.7109",,,,
"903	2022-05-27T00:00:00.000Z	89.6121",,,,
"904	2022-05-27T08:00:00.000Z	89.8924",,,,
"905	2022-05-27T16:00:00.000Z	89.5058",,,,
"906	2022-05-28T00:00:00.000Z	88.1963",,,,
"907	2022-05-28T08:00:00.000Z	86.8195",,,,
"908	2022-05-28T16:00:00.000Z	86.1213",,,,
"909	2022-05-29T00:00:00.000Z	86.6179",,,,
"910	2022-05-29T08:00:00.000Z	81.7921",,,,
"911	2022-05-29T16:00:00.000Z	81.0814",,,,
"912	2022-05-30T00:00:00.000Z	81.2437",,,,
"913	2022-05-30T08:00:00.000Z	82.8978",,,,
"914	2022-05-30T16:00:00.000Z	86.0623",,,,
"915	2022-05-31T00:00:00.000Z	85.7541",,,,
"916	2022-05-31T08:00:00.000Z	85.4191",,,,
"917	2022-05-31T16:00:00.000Z	85.054",,,,
"918	2022-06-01T00:00:00.000Z	84.1556",,,,
"919	2022-06-01T08:00:00.000Z	85.5665",,,,
"920	2022-06-01T16:00:00.000Z	88.2758",,,,
"921	2022-06-02T00:00:00.000Z	88.2035",,,,
"922	2022-06-02T08:00:00.000Z	87.251",,,,
"923	2022-06-02T16:00:00.000Z	87.231",,,,
"924	2022-06-03T00:00:00.000Z	87.0288",,,,
"925	2022-06-03T08:00:00.000Z	87.2335",,,,
"926	2022-06-03T16:00:00.000Z	87.1956",,,,
"927	2022-06-04T00:00:00.000Z	87.2137",,,,
"928	2022-06-04T08:00:00.000Z	87.2248",,,,
"929	2022-06-04T16:00:00.000Z	87.2049",,,,
"930	2022-06-05T00:00:00.000Z	87.1885",,,,
"931	2022-06-05T08:00:00.000Z	87.1582",,,,
"932	2022-06-05T16:00:00.000Z	87.3117",,,,
"933	2022-06-06T00:00:00.000Z	87.1805",,,,
"934	2022-06-06T08:00:00.000Z	87.1905",,,,
"935	2022-06-06T16:00:00.000Z	87.2105",,,,
"936	2022-06-07T00:00:00.000Z	87.119",,,,
"937	2022-06-07T08:00:00.000Z	86.9806",,,,
"938	2022-06-07T16:00:00.000Z	90.2978",,,,
"939	2022-06-08T00:00:00.000Z	91.3525",,,,
"940	2022-06-08T08:00:00.000Z	90.2237",,,,
"941	2022-06-08T16:00:00.000Z	90.1911",,,,
"942	2022-06-09T00:00:00.000Z	91.1179",,,,
"943	2022-06-09T08:00:00.000Z	93.8995",,,,
"944	2022-06-09T16:00:00.000Z	93.7531",,,,
"945	2022-06-10T00:00:00.000Z	92.1963",,,,
"946	2022-06-10T08:00:00.000Z	91.5888",,,,
"947	2022-06-10T16:00:00.000Z	90.2698",,,,
"948	2022-06-11T00:00:00.000Z	89.2813",,,,
"949	2022-06-11T08:00:00.000Z	88.0673",,,,
"950	2022-06-11T13:15:22.730Z	86.99",,,,
